,2020_1,2021_1,2022_1,2023_1,2024_1,2025_1,2026_1,2027_1,2028_1,2029_1,2020_2,2021_2,2022_2,2023_2,2024_2,2025_2,2026_2,2027_2,2028_2,2029_2,2020_3,2021_3,2022_3,2023_3,2024_3,2025_3,2026_3,2027_3,2028_3,2029_3,2020_4,2021_4,2022_4,2023_4,2024_4,2025_4,2026_4,2027_4,2028_4,2029_4,2020_5,2021_5,2022_5,2023_5,2024_5,2025_5,2026_5,2027_5,2028_5,2029_5
Saliva+OPG_Sal,0.572072072072072,0.557706355003652,0.54200146092038,0.526276276276276,0.586924762600438,0.516435354273192,0.568318318318318,0.552227903579255,0.514243973703433,0.595345345345345,0.519357195032871,0.56983024691358,0.555514974433893,0.5836376917458,0.545795795795796,0.60482103725347,0.540175310445581,0.597151205259313,0.580705705705706,0.508765522279036,0.568663257852447,0.581446311176041,0.570570570570571,0.544192841490139,0.58290723155588,0.611111111111111,0.573046018991965,0.593843843843844,0.554054054054054,0.616143170197224,0.540540540540541,0.589481373265157,0.564564564564565,0.550036523009496,0.56493993993994,0.531775018261505,0.574141709276844,0.529948867786706,0.554419284149014,0.484234234234234,0.607377647918188,0.516435354273192,0.58327246165084,0.601726726726727,0.528853177501826,0.549924924924925,0.557807807807808,0.538663663663664,0.607357357357357,0.60518626734843
Saliva+PAI-1_Sal,0.545795795795796,0.52008765522279,0.523374726077429,0.518768768768769,0.52081811541271,0.498904309715121,0.540165165165165,0.531044558071585,0.552958363769175,0.510885885885886,0.473338203067933,0.588734567901235,0.536157779401023,0.551862673484295,0.518018018018018,0.568663257852447,0.535427319211103,0.577063550036523,0.523648648648649,0.480277574872169,0.517531044558072,0.551497443389335,0.531906906906907,0.505113221329438,0.551862673484295,0.512762762762763,0.517896274653031,0.570945945945946,0.534696859021183,0.554054054054054,0.548798798798799,0.519722425127831,0.502252252252252,0.514243973703433,0.538663663663664,0.529948867786706,0.514974433893353,0.45872899926954,0.519722425127831,0.527402402402402,0.554784514243974,0.508035062089116,0.548940832724616,0.552552552552553,0.515704894083272,0.531906906906907,0.532657657657658,0.506756756756757,0.503378378378378,0.568298027757487
Saliva+TGF-β1_Sal,0.566816816816817,0.56318480642805,0.545288531775018,0.542042042042042,0.548575602629657,0.501826150474799,0.58521021021021,0.550401753104456,0.533235938641344,0.56006006006006,0.524105186267348,0.610725308641975,0.538714390065742,0.599707815924032,0.498123123123123,0.566837107377648,0.52154857560263,0.597516435354273,0.558558558558559,0.515704894083272,0.576333089846603,0.511322132943755,0.511636636636637,0.52008765522279,0.580715850986121,0.58521021021021,0.579254930606282,0.537537537537538,0.530314097881666,0.586924762600438,0.486486486486486,0.549306062819576,0.511636636636637,0.5,0.526276276276276,0.52081811541271,0.508400292184076,0.518626734842951,0.544923301680059,0.525900900900901,0.586559532505478,0.510226442658875,0.631848064280497,0.573573573573574,0.592768444119795,0.563063063063063,0.546546546546547,0.537537537537538,0.572822822822823,0.552958363769175
Saliva+TIMP-1_Sal,0.536036036036036,0.544192841490139,0.543462381300219,0.495495495495496,0.532505478451424,0.609203798392988,0.493243243243243,0.560262965668371,0.534696859021183,0.5503003003003,0.587289992695398,0.543981481481482,0.543462381300219,0.56245434623813,0.547297297297297,0.534696859021183,0.60482103725347,0.543462381300219,0.53978978978979,0.594594594594595,0.553688823959094,0.565376186997809,0.548048048048048,0.547114682249817,0.531044558071585,0.507507507507508,0.54200146092038,0.512762762762763,0.580715850986121,0.506939371804237,0.56006006006006,0.498904309715121,0.57957957957958,0.62600438276114,0.530780780780781,0.567567567567568,0.532505478451424,0.593864134404675,0.56245434623813,0.59009009009009,0.50109569028488,0.590942293644996,0.526661796932067,0.502252252252252,0.601168736303871,0.521771771771772,0.566816816816817,0.526276276276276,0.528528528528528,0.516435354273192
Saliva+TRANCE_Sal,0.533408408408408,0.45872899926954,0.515704894083272,0.526276276276276,0.54200146092038,0.464572680788897,0.529654654654655,0.467129291453616,0.482103725346969,0.552552552552553,0.551862673484295,0.574074074074074,0.512417823228634,0.469685902118335,0.518768768768769,0.56245434623813,0.534696859021183,0.558071585098612,0.535285285285285,0.558071585098612,0.513513513513513,0.515704894083272,0.521771771771772,0.507669831994156,0.532140248356465,0.560810810810811,0.492695398100804,0.521771771771772,0.523739956172389,0.547114682249817,0.490615615615616,0.517165814463112,0.498123123123123,0.494521548575603,0.512762762762763,0.487947406866326,0.47991234477721,0.551497443389335,0.512417823228634,0.511261261261261,0.566837107377648,0.512052593133674,0.507669831994156,0.549549549549549,0.509495982468955,0.517642642642643,0.52027027027027,0.498123123123123,0.537162162162162,0.526661796932067
Saliva+VE-cad_Sal,0.480855855855856,0.489408327246165,0.474068663257852,0.488738738738739,0.523009495982469,0.490138787436085,0.459459459459459,0.463842220598977,0.568298027757487,0.534534534534535,0.528122717311907,0.577160493827161,0.492330168005844,0.47845142439737,0.52515015015015,0.450693937180424,0.529583637691746,0.556610664718773,0.527777777777778,0.506208911614317,0.482103725346969,0.546384222059898,0.510510510510511,0.548210372534697,0.471146822498174,0.567567567567568,0.505843681519357,0.553303303303303,0.502556610664719,0.546384222059898,0.518768768768769,0.483564645726808,0.543918918918919,0.474799123447772,0.554429429429429,0.498904309715121,0.466764061358656,0.504382761139518,0.545653761869978,0.479354354354354,0.577794010226443,0.512783053323594,0.580715850986121,0.61036036036036,0.463842220598977,0.541291291291291,0.562312312312312,0.475600600600601,0.528903903903904,0.566837107377648
Saliva+VEGF_Sal,0.563813813813814,0.535427319211103,0.549306062819576,0.57957957957958,0.588750913075237,0.489408327246165,0.617117117117117,0.579254930606282,0.525200876552228,0.558558558558559,0.566837107377648,0.600308641975309,0.463842220598977,0.602629656683711,0.544294294294294,0.589481373265157,0.5427319211103,0.559532505478451,0.575075075075075,0.526661796932067,0.596785975164354,0.556610664718773,0.618618618618619,0.56245434623813,0.615047479912345,0.57957957957958,0.531044558071585,0.574324324324324,0.554419284149014,0.6245434623813,0.530780780780781,0.615047479912345,0.56006006006006,0.50036523009496,0.541291291291291,0.557341124908692,0.576333089846603,0.557341124908692,0.556610664718773,0.512762762762763,0.573411249086925,0.527392257121987,0.578524470416362,0.585585585585586,0.544923301680058,0.594594594594595,0.566066066066066,0.563063063063063,0.624624624624625,0.631117604090577
Clinic+Headaches,0.791291291291291,0.799488677867056,0.732651570489408,0.782657657657658,0.739956172388605,0.772826880934989,0.822072072072072,0.7490869247626,0.779766252739226,0.776276276276276,0.802045288531775,0.806712962962963,0.759313367421475,0.756756756756757,0.760135135135135,0.77027027027027,0.752373995617239,0.758217677136596,0.783408408408408,0.798758217677137,0.758582907231556,0.75054784514244,0.837462462462462,0.764426588750913,0.825054784514244,0.812312312312312,0.77136596055515,0.788663663663664,0.788531775018262,0.757852447041636,0.770645645645646,0.768809349890431,0.787537537537538,0.772096420745069,0.792042042042042,0.762600438276114,0.748721694667641,0.818480642804967,0.76990504017531,0.74512012012012,0.768809349890431,0.762235208181154,0.776479181884587,0.816066066066066,0.772826880934989,0.776651651651652,0.798048048048048,0.778153153153153,0.766516516516517,0.81190650109569
Clinic+MusSor,0.707207207207207,0.705259313367422,0.679327976625274,0.673423423423423,0.679327976625274,0.671292914536158,0.707957957957958,0.678962746530314,0.64609203798393,0.723723723723724,0.693206720233747,0.724151234567901,0.66691015339664,0.684806428049671,0.672672672672673,0.68736303871439,0.691015339663988,0.720233747260774,0.735735735735736,0.704894083272462,0.682615047479912,0.672023374726077,0.706456456456456,0.655953250547845,0.726077428780131,0.692942942942943,0.714024835646457,0.667792792792793,0.710007304601899,0.710737764791819,0.65990990990991,0.684441197954711,0.688063063063063,0.726442658875091,0.707957957957958,0.682249817384953,0.657779401022644,0.685902118334551,0.669101533966399,0.635510510510511,0.70745069393718,0.668005843681519,0.712198685171658,0.71021021021021,0.6672753834916,0.720345345345345,0.682807807807808,0.6996996996997,0.691816816816817,0.678232286340395
Clinic+RangeWOpain,0.72972972972973,0.733382030679328,0.727903579254931,0.734984984984985,0.636230825420015,0.685171658144631,0.748123123123123,0.747260774287801,0.691015339663988,0.712837837837838,0.703067932797663,0.684413580246914,0.704163623082542,0.678597516435354,0.665165165165165,0.697224251278305,0.650840029218408,0.711833455076698,0.671546546546547,0.681154127100073,0.66691015339664,0.649744338933528,0.722972972972973,0.679693206720234,0.744704163623083,0.695195195195195,0.715120525931337,0.685435435435435,0.68772826880935,0.692841490138787,0.696321321321321,0.735208181154127,0.633633633633634,0.693206720233747,0.72484984984985,0.722425127830533,0.650474799123448,0.66581446311176,0.735938641344047,0.682807807807808,0.703433162892622,0.696493791088386,0.719868517165815,0.713213213213213,0.730825420014609,0.700825825825826,0.734234234234234,0.692567567567568,0.720345345345345,0.732286340394449
Clinic+RangeUnaMax,0.60472972972973,0.599707815924032,0.597516435354273,0.601726726726727,0.501460920379839,0.581811541271001,0.646021021021021,0.627830533235939,0.56172388604821,0.571696696696697,0.565010956902849,0.553626543209877,0.565376186997809,0.557706355003652,0.55518018018018,0.571950328707086,0.474068663257852,0.570124178232286,0.538288288288288,0.574872169466764,0.463842220598977,0.533235938641344,0.602477477477477,0.566106647187728,0.60445580715851,0.557432432432432,0.582176771365961,0.557057057057057,0.60336011687363,0.578159240321403,0.590465465465466,0.607377647918188,0.54542042042042,0.564280496712929,0.614114114114114,0.567932797662527,0.528853177501826,0.579254930606282,0.597881665449233,0.467342342342342,0.589481373265157,0.585463842220599,0.576333089846603,0.590465465465466,0.610299488677867,0.598348348348348,0.600225225225225,0.548048048048048,0.584459459459459,0.623813002191381
Clinic+RangeAssMax,0.576576576576577,0.564645726807889,0.556245434623813,0.583708708708709,0.530314097881666,0.448502556610665,0.604354354354354,0.592768444119795,0.472242512783053,0.545795795795796,0.527392257121987,0.483024691358025,0.47918188458729,0.525200876552228,0.541666666666667,0.552593133674215,0.473338203067933,0.548210372534697,0.467342342342342,0.531775018261505,0.487582176771366,0.503287070854638,0.604354354354354,0.471512052593134,0.558802045288532,0.480855855855856,0.447772096420745,0.481231231231231,0.560628195763331,0.546384222059898,0.554429429429429,0.571585098612126,0.501876876876877,0.451059167275384,0.581081081081081,0.554054054054054,0.502921840759679,0.440467494521549,0.56208911614317,0.48460960960961,0.558802045288532,0.572680788897005,0.456902848794741,0.539039039039039,0.581811541271001,0.550675675675676,0.546546546546547,0.493243243243243,0.448948948948949,0.5836376917458
